Namespace(batch_size=64, test_batch_size=1000, epochs=100, lr=0.001, b_lr=0.0001, gamma=0.95, weight_decay=1e-05, feedback_decay=0.0, no_cuda=False, dry_run=False, log_interval=100, train_mode='DFA', log_dir='results/', dataset='MNIST', conv=False, n_layers=2, seed=512, nb=0)
Epoch,Training Loss,Test Loss,Test Accuracy
1,0.5429371162327622,0.28345300237630394,91.63
2,0.3165672286820691,0.2519339607512448,93.3
3,0.2728383350081797,0.22435517953471487,94.26
4,0.24739560995301577,0.22690327658557952,95.17
5,0.2613256998754331,0.2537972982058152,94.78
6,0.23773050676710578,0.33188243764363656,92.39
7,0.237541768301677,0.29028311124518047,94.7
8,0.2247183207193054,0.23185090965127447,95.82
9,0.18374252577474193,0.578741714242656,91.97
10,0.22430427978980838,0.2633974135889823,95.41
11,0.17761190739652474,0.20354322802460975,96.69
12,0.16847061451635317,0.21803613724944043,96.83
13,0.1750835997287564,0.2077260230607162,97.14
14,0.17060103758080672,0.26405519774465236,96.24
15,0.14891642895612986,0.680208701121272,92.74
16,0.1519076004475835,0.24291147912563155,96.88
17,0.11984505768077879,0.21228913091878915,97.18
18,0.10528952895580683,0.19408318183472117,97.34
19,0.10880103800688587,0.21702248880878347,97.32
20,0.09686843311479429,0.20993076186939305,97.35
21,0.08768237659105174,0.25819723961746965,97.13
22,0.08815608042706341,0.2463208167684805,97.05
23,0.07376751461180782,0.4211471496424103,95.18
24,0.07749087676473125,0.2122948698364762,97.66
25,0.065935835899763,0.25347392659140716,97.04
26,0.05243108106206623,0.22953776943694693,97.31
27,0.057958562366001505,0.21484807987822474,97.68
28,0.055586597331906545,0.21797320582896348,97.42
29,0.038937868527580646,0.1737033126677335,97.95
30,0.0371111133191495,0.19116957797586975,97.86
31,0.03181002976941804,0.22123045967984897,97.45
32,0.03229398918064665,0.19784458310616188,97.91
33,0.027637494173483077,0.1930456485543156,97.95
34,0.02598215013630584,0.20226535762953998,97.68
35,0.020181416381743172,0.2054635596400035,97.82
36,0.02232129592550894,0.22628083881757322,97.56
37,0.01743408409751808,0.2522643354061767,97.41
38,0.014802643863000805,0.21068103052218937,97.66
39,0.01431192795917239,0.1746927252008525,98.04
40,0.013866508912214234,0.19609800412508913,97.96
41,0.012527743276853492,0.2165701382404013,97.78
42,0.008600372123007167,0.21162217321666063,97.76
43,0.009180036946065395,0.19806357100092187,97.94
44,0.007778059047384964,0.1771062088814662,97.94
45,0.004747088159798743,0.1803252529220102,98.12
46,0.009410303834205979,0.20453122658893486,97.91
47,0.0040903888622815365,0.18330867669722448,98.08
48,0.00444997595068207,0.19823470282479805,97.93
49,0.0052147871941413595,0.1772184361824125,98.1
50,0.002710456691847114,0.16778018781436688,98.22
51,0.0036423589744431534,0.21768659665929393,97.8
52,0.003415304207127191,0.19932814178953906,97.91
53,0.0014519146734977126,0.17318835978802302,98.17
54,0.0014854262813725888,0.19758775075011592,97.93
55,0.002799517761628479,0.18407260711339532,97.99
56,0.0010709133279132284,0.16751070082826736,98.1
57,0.0003278358556999799,0.17895656950905162,98.03
58,0.002187208109270411,0.19240698334010894,97.94
59,0.0009350847642446692,0.1697070479934547,98.1
60,0.0006359299928014484,0.18322400164201025,98.0
61,0.0019416054101267525,0.17554342487084829,98.04
62,0.0005927202294745154,0.16585665340876476,98.14
63,0.0001714716881889683,0.16899522945297477,98.12
64,0.0010656647836658863,0.16990621911703752,98.06
65,0.0005466973561049652,0.16379149757404246,98.09
66,0.00017444890124276803,0.16132257861942004,98.15
67,0.00019857046992001668,0.15459237374732407,98.19
68,0.0011221413771015387,0.15566221297433913,98.15
69,6.168325833927014e-05,0.1546869628602939,98.13
70,8.423953169622122e-05,0.15716079050089202,98.16
71,0.0001369956488476122,0.15722754717779144,98.1
72,0.0002729817095723787,0.15440237691273978,98.16
73,0.00041842540322148836,0.15037165718706247,98.21
74,9.324157110993666e-05,0.14916386822820477,98.19
75,6.0268849108074915e-05,0.14691202964113007,98.18
76,5.913841603891634e-05,0.14495721042553578,98.23
77,0.000287346346180384,0.1508387493078106,98.16
78,0.0002857323001322555,0.1454022498153591,98.2
79,6.409375241274804e-05,0.14255690303328783,98.22
80,6.796418166930489e-05,0.14225639207965446,98.18
81,0.00010532517167034471,0.13950700633146043,98.16
82,9.665743432527048e-05,0.1353807108126359,98.12
83,8.375408317796969e-05,0.13447696675924392,98.14
84,0.0001267976282194202,0.1321732726235201,98.09
85,0.00013725319289112814,0.13431072011857215,98.12
86,9.749527528855093e-05,0.12867611883973323,98.14
87,0.00010207894187963079,0.13012713449371477,98.12
88,0.00013237704386732203,0.1273079692685947,98.17
89,0.00012454728820590781,0.12513477237303067,98.15
90,0.00014017417041945114,0.12611575040453804,98.06
91,0.000130975172963918,0.12263622388312173,98.11
92,0.0001285550473743461,0.12068126078287776,98.17
93,0.0001507277961421877,0.11999018577780493,98.13
94,0.00015992747764130688,0.11726650172565993,98.11
95,0.00015233218535573052,0.11725300455171192,98.16
96,0.00015234421432975206,0.1163868281720227,98.18
97,0.0001593905721360369,0.11575312330758863,98.16
98,0.00016488412125600292,0.11560848464742154,98.11
99,0.0001691501123075599,0.11335620004542842,98.15
100,0.00017578691988264078,0.11416235866694585,98.13
