Namespace(batch_size=64, test_batch_size=1000, epochs=100, lr=0.01, b_lr=0.0001, gamma=0.95, weight_decay=0.0, feedback_decay=0.0, no_cuda=False, dry_run=False, log_interval=100, train_mode='DFA', log_dir='results/', dataset='MNIST', conv=False, n_layers=2, seed=42, nb=1)
Epoch,Training Loss,Test Loss,Test Accuracy
1,31.43100818006723,45.33893148154969,79.87
2,50.06524909877066,31.110951319550345,88.5
3,46.16604091153979,42.00718910146244,89.89
4,48.03470461366019,46.27148531918313,91.05
5,53.08949383940927,126.8981176819771,85.24
6,71.89994632867354,183.31641231221,87.15
7,67.830552274841,72.52231509214754,93.84
8,70.63515330779391,61.701844070210406,94.13
9,83.25240525839492,88.93312971497782,93.63
10,79.20205276124258,101.29383075009486,92.15
11,91.86043507625912,89.21410785966619,94.97
12,92.13305846424991,98.59090784400891,94.64
13,81.26681160562975,108.30621527410617,94.8
14,92.89697405721333,113.9233060703512,94.92
15,80.36860249714597,104.33316999180302,95.4
16,75.82596176568596,102.83254984254285,95.2
17,73.55692491755049,92.90115381454137,96.54
18,68.77810402280058,114.1665285894066,95.62
19,75.38380974313668,106.53591454864308,96.07
20,68.7578095159551,142.27096965814093,95.12
21,71.12540064004783,107.63054098141421,96.14
22,60.547062433739775,129.50981344842606,95.9
23,56.85142648077726,89.13832736167178,96.59
24,55.31422883196315,112.77122600822692,96.33
25,49.07147884512437,96.3982471539194,96.53
26,45.102591439574674,96.00673874776075,97.04
27,36.912146004302095,109.190538151249,96.44
28,33.15571466339493,87.12836209433094,97.17
29,29.963466332314216,108.95535399824546,96.7
30,29.46640462386665,79.2930424556753,97.52
31,25.158892144451777,80.82907498718068,97.27
32,25.49704050535134,93.12393907690124,97.41
33,23.215301279503713,99.71828193421577,97.09
34,23.317934804363574,98.1069751909584,96.97
35,24.841639496505184,104.43947264756325,97.29
36,17.156155566893357,97.14358258095517,97.25
37,15.85644854258881,91.46551027723179,97.56
38,15.188098633876308,99.77338487196975,97.31
39,12.997733186426771,88.87376049066046,97.55
40,12.919614550145127,106.30573546237744,97.3
41,12.249188274038866,96.73432261473054,97.37
42,9.858556849460902,92.18556835393237,97.56
43,8.431146617813683,86.47308006456899,97.81
44,7.153172011966747,89.22241239486986,97.71
45,7.515076640647185,96.94217074991376,97.42
46,6.857327468253008,88.99679993671977,97.57
47,5.47354328335114,91.61686263797722,97.54
48,5.050868710657728,82.84595248957349,97.9
49,5.32366073629958,87.47476802054484,97.65
50,4.638837022078915,83.25172196527954,97.66
51,3.5192131740396615,95.42122154326955,97.75
52,3.2363597862770885,87.30104405712929,97.81
53,3.3949723824822122,94.86036204181279,97.67
54,2.9827047452089315,85.13625804673002,97.82
55,2.5403558173949596,87.77563787657459,97.76
56,2.5009849020587738,84.77856834669402,97.92
57,2.1387883569322415,88.84809442087533,97.85
58,2.0479531746381507,91.54998443992275,97.71
59,1.8012954296428865,86.3007349974363,97.78
60,1.2918252472731986,92.2843543028898,97.84
61,1.5512565830943212,88.1700164406163,97.8
62,1.5640243197560078,87.00320337380573,97.79
63,1.201589722578515,86.64189857434316,97.92
64,1.2067650181501592,85.45237940891533,97.95
65,1.1841758771785527,88.51255439673284,97.85
66,0.8921965580346234,88.6574089051859,97.83
67,0.7701359119192799,88.0044804469795,97.85
68,0.7142290318886552,84.55070660828025,97.87
69,0.7967345601003339,88.6965386457504,97.92
70,0.5791805748383007,90.80325583461672,97.73
71,0.45236883087464275,87.73220640535995,97.8
72,0.4493613842962139,89.55941736014785,97.85
73,0.43661807272055564,89.72657110129192,97.77
74,0.45871821663844814,92.02418847614602,97.81
75,0.5298282721522711,87.57611122860271,97.87
76,0.4011709380156196,92.43227751847286,97.79
77,0.3749232185122841,86.87913250787908,97.87
78,0.18483738145276682,85.9647309180278,97.86
79,0.3123296481459888,87.79629186601048,97.85
80,0.29248200354505716,90.72518086281552,97.77
81,0.22770225676670186,87.95710540577105,97.87
82,0.1118294205874014,87.90998694547423,97.88
83,0.18849996135417205,89.17910419148245,97.86
84,0.17928156378601534,85.47065807072221,97.89
85,0.17866070875106405,86.07534459593948,97.91
86,0.07989983467150853,85.59878812170332,97.85
87,0.09045093853698313,86.67933295183121,97.89
88,0.04917611648787314,85.60283724062002,97.88
89,0.03443351051986599,86.57006053560099,97.84
90,0.1446324981478994,85.06463257982398,97.96
91,0.029799731809701493,84.44113981758191,97.99
92,0.0072963690198560765,86.14236353109976,97.9
93,0.0743424285407752,85.98926306402038,97.93
94,0.0388816068929904,85.78387179040605,97.96
95,0.01995420017476275,85.67839682026273,97.93
96,7.141202287093154e-06,85.58329355482698,97.9
97,0.0,85.58331532845254,97.9
98,0.0,85.5833145354993,97.9
99,0.0,85.58326830232141,97.9
100,0.0,85.58330090626362,97.9
