Namespace(b_lr=0.0001, batch_size=64, conv=False, dataset='MNIST', dry_run=False, epochs=100, feedback_decay=0.0, gamma=0.95, log_dir='results/', log_interval=100, lr=0.0001, n_layers=7, nb=0, no_cuda=False, seed=-1, test_batch_size=1000, train_mode='DFA', weight_decay=0.0001)
Epoch,Training Loss,Test Loss,Test Accuracy
1,1.2717615151519714,1.9591843360548566,74.11
2,2.405073071943163,1.6543189614157008,85.65
3,4.951273877737619,4.146815839485438,87.67
4,7.427912503036101,5.315896184269485,88.2
5,8.224167494488551,8.194471945137877,86.67
6,8.98655803790733,11.420412295563207,83.8
7,10.101492816546578,9.625000610283227,88.14
8,10.854445249128188,14.08942194540138,86.63
9,8.987530700418166,7.372243765705253,91.13
10,8.992814751987313,7.960812200655698,90.14
11,8.300296640059333,8.975643745710922,89.99
12,7.017694994264199,7.548225518073781,90.49
13,6.109701483675785,5.8031710683805935,91.89
14,6.011839259868618,6.7808917762865875,90.46
15,5.3067459508325,5.782344336354465,92.0
16,5.009941485701365,4.6336911316207905,92.32
17,4.875751544537052,6.192726353297654,91.37
18,4.348646045419034,4.940405480831347,91.85
19,3.859957329923509,3.6028698618764174,93.91
20,3.351102416478115,3.667423280308272,93.5
21,3.2920883933912855,2.8181910641429027,94.41
22,3.1187013907197416,3.4413554301800278,93.75
23,2.7453038694912566,2.8985807777955963,94.6
24,2.743586974025304,3.4243016162144633,92.78
25,2.7718272559642445,2.844357135331153,94.68
26,2.44063972357335,2.4455792690364424,95.14
27,2.35529242889433,2.7497499882328618,94.26
28,2.2021798706923503,2.400244350147887,94.45
29,2.0557031579949583,2.315365270348845,95.36
30,1.867317821467231,2.498676538455056,94.52
31,1.9298402912486834,2.3670624727324783,95.19
32,1.7423187036844894,2.59843398869062,94.39
33,1.6099484606077825,2.3881789821511155,93.74
34,1.497584966701341,1.8637547950128737,95.33
35,1.445835493730738,1.6782752502333174,95.63
36,1.382334689227442,2.110780707272558,94.46
37,1.255883550613516,1.9517752207445869,94.55
38,1.2726910192428469,1.929890498107527,95.03
39,1.188080753669939,2.060570112747987,94.4
40,1.070599836056474,1.4787812320222111,95.9
41,1.0410576506856175,1.3239868232257883,95.98
42,1.0374572925001218,1.5045863180758114,95.5
43,0.9342249725904974,1.4505760130308327,95.41
44,0.9272903390525905,1.4131154495929834,95.42
45,0.9173017054694483,1.4473765278683821,95.4
46,0.9666747087850447,1.5422024891520951,95.38
47,0.9324967427192196,1.2329401199455758,95.94
48,0.896961193472262,1.3480866466625019,95.75
49,0.848904071800081,1.277419398185225,95.99
50,0.8302168271921081,1.2833495888353863,95.79
51,0.7770689527637051,1.2821519439316562,95.68
52,0.7443068142592644,1.3125847332634828,96.0
53,0.7135682626934353,1.238736791663833,95.86
54,0.6732242975276436,1.1003175868861195,96.18
55,0.6485045930088036,1.074399413645254,96.13
56,0.6415872445573919,1.170389651841967,96.1
57,0.6016186961104868,1.0961906850833802,96.21
58,0.6177852531027288,1.120344089203162,95.99
59,0.5881926920078511,0.9997439185787644,96.42
60,0.5962265604735162,1.030857648647213,96.23
61,0.5660227837635367,0.9927557203063397,96.33
62,0.5372830222507394,1.01405567904173,96.39
63,0.5199978722597033,0.939753078152282,96.53
64,0.4994931285370553,0.960375050363058,96.69
65,0.4907650194372779,0.9559276311077731,96.22
66,0.47518423329244136,0.9428067353165352,96.63
67,0.47068137313716507,0.8942309918112603,96.55
68,0.44686015487114733,0.9350035857446692,96.55
69,0.4447959362144666,0.8978564290655522,96.27
70,0.4393147707364597,0.8791716978756358,96.69
71,0.42302990337461016,0.865399253611773,96.47
72,0.4091892420883213,0.8761311783870674,96.31
73,0.41567073006013305,0.8780641408444595,96.46
74,0.39766262830670596,0.8153197558494499,96.61
75,0.3985549350571123,0.889365105314775,96.26
76,0.3870677335621905,0.805833329089449,96.49
77,0.38319503531833987,0.7919877520598632,96.47
78,0.3740677454062532,0.79617823690492,96.45
79,0.37145096154054424,0.7842513872602407,96.57
80,0.3659946293598671,0.7757431663018378,96.67
81,0.3615534199259313,0.755906978841677,96.63
82,0.3582768268081666,0.817821711096298,96.27
83,0.3537183158500325,0.7606523713106772,96.6
84,0.34688791959466164,0.7687247092977668,96.53
85,0.34236032363296487,0.750401599502793,96.54
86,0.3417325394498264,0.7426895632153501,96.69
87,0.33522463157552096,0.77751404593008,96.49
88,0.33485968585434217,0.7530504192960337,96.52
89,0.3325394003232462,0.7472317426144279,96.64
90,0.3290895933633498,0.7596478395991771,96.58
91,0.32565924786967393,0.7585949621991174,96.64
92,0.32222572172536523,0.7502233572374087,96.46
93,0.32191101375397607,0.7318517872310468,96.52
94,0.31980948191573905,0.745673235398827,96.53
95,0.3201486488295004,0.7332564113556485,96.57
96,0.31567529435342967,0.7529208803357432,96.48
97,0.31222020630330394,0.7123996556664839,96.63
98,0.3121584233363777,0.7294804255937603,96.64
99,0.31225513751654876,0.7145504724870202,96.57
100,0.3083708609260399,0.7178949594467819,96.56
